Wind Speed (m/s),Wind Direction (°),ActivePower (kW)
3.369564056,95.52488708,3.83446002
3.121299028,115.1942978,0
2.797662973,114.6690979,0
1.063609958,152.4929962,0
1.016666055,240.902298,0
1.184234977,247.0446014,0
1.542680025,256.9052124,0
1.391244054,223.0189056,0
1.980834961,221.866806,0
1.054172039,219.0057983,0
1.025506973,182.0767975,0
1.052474022,247.7929993,0
1.182402968,227.4768066,0
0.847522318,183.9770966,0
0.592575312,263.754303,0
0.56176579,178.3567047,0
0.583739877,201.8123016,0
0.808221817,207.5487976,0
0.752924323,179.270401,0
0.929281473,111.2806015,0
0.672421575,81.57967377,0
0.891429722,75.71109009,0
1.15467298,84.52407074,0
1.244848967,92.15711212,0
1.241222978,77.8989563,0
0.901709676,63.39271927,0
0.877097905,70.88751984,0
0.81170392,102.4452972,0
0.51966548,121.7210999,0
0.542451084,117.7034988,0
0.843056798,75.01431274,0
1.078565001,81.06262207,0
0.818621874,81.60462952,0
0.711099684,99.61779022,0
0.567574501,81.67624664,0
0.37233451,63.2253685,0
0.340456694,26.1713295,0
0.460158587,135.6766968,0
0.520282984,161.6378021,0
0.606283307,178.392395,0
0.671991408,176.1994019,0
0.502359211,279.5295105,0
1.359977007,334.3702087,0
1.558459997,341.0802917,0
1.020046949,358.0274048,0
0.604537308,341.0445862,0
0.776997626,337.4118042,0
0.524025917,342.9794006,0
0.664364576,1.586400986,0
1.076171041,21.93501091,0
0.802257121,35.61286926,0
0.4973827,159.8856049,0
1.347816944,129.2745056,0
1.525272965,135.7104034,0
1.561099052,131.7899017,0
1.430740952,153.9423981,0
1.450865984,181.2695007,0
0.568769217,150.8638,0
0.605495095,113.7802963,0
0.433065593,100.2306976,0
0.745596826,164.7942047,0
1.225824952,166.8553009,0
0.918041825,154.6687012,0
1.550143957,112.9838028,0
2.517527103,102.4020996,0
2.272727966,87.4156723,0
1.702419043,74.88240051,0
1.912752986,74.64350128,0
1.940999985,81.67421722,0
1.830855012,88.0428772,0
1.816002965,92.0974884,0
1.57961297,82.7071228,0
1.720703959,84.8021698,0
1.615380049,94.75939178,0
1.495865941,101.9436035,0
1.680037975,112.5102005,0
1.496747971,117.8423996,0
2.068989038,141.397995,0
2.640873909,146.0128021,0
3.264803886,146.9812927,0
3.561337948,160.4653931,0
4.284386158,165.5005951,59.27613831
4.428555965,156.9967041,143.0010986
4.411746025,165.6531982,169.8195953
4.487710953,172.6793976,176.7682037
4.609464169,175.7742004,205.134903
4.893539906,173.7543945,212.8943024
4.126311779,174.9819031,93.00853729
4.467588902,177.3901978,149.392807
4.755363941,180.3815002,209.6768036
5.168982983,199.4335938,67.80740356
5.189651012,205.1053009,0
5.105552197,215.1374054,0
5.007081032,210.4268036,0
5.214031219,209.0558014,65.77594757
5.188948154,208.1215057,297.319397
5.444448948,206.9965973,355.5350952
6.07589817,209.8869019,450.1062012
5.799958229,214.9739075,400.6072998
5.783528805,217.7332001,403.8204041
5.282699108,217.6403961,331.442688
5.737052917,223.1750031,383.3070068
5.780663967,219.1083069,438.8782043
5.658471107,224.1161957,417.2424011
5.520754814,223.9965057,389.7674866
5.631221771,224.1797943,418.5513
6.161273956,217.0782013,507.3464966
5.867475986,216.0110931,478.8320007
5.940793991,218.3829041,529.2736206
6.038430214,213.5162048,484.0039063
5.619296074,208.5260925,433.3969116
5.698276997,206.9485016,465.1846008
4.821634769,208.688797,258.4833069
4.41616106,207.1327972,179.9221954
3.446635008,214.727005,76.14826202
3.448873997,225.091507,27.83387947
3.765456915,215.4631958,92.27610016
3.273813963,218.8638,40.37820816
2.779500008,225.7335052,11.75463009
1.224256992,305.8760986,0
1.37646997,246.4562073,0
1.653933048,213.9243011,0
2.069705963,225.2653046,0
1.547850013,218.1840973,0
1.790271044,329.4093933,0
1.789242983,272.4906006,0
2.315720081,285.2099915,0
1.84029901,310.2748108,0
1.739508033,264.7262878,0
2.064146996,302.9078979,0
2.146224976,263.8279114,0
1.86077404,291.6791077,0
1.798688054,284.1398926,0
2.158034086,308.5332947,0
2.25605011,288.1907959,0
2.481209993,288.2943115,0
2.535568953,293.2434082,0
2.275583029,295.2307129,0
2.73705411,301.9122009,0
3.208427906,299.6217041,0
2.935318947,289.6940002,0
2.890124083,281.4135132,0
2.740070105,289.0531921,0
2.600194931,309.9251099,0
2.78432703,293.3088989,0
2.864403009,291.6972961,0
2.790170908,295.4590149,0
2.898169041,301.508606,0
3.243366957,305.2202148,0
2.950726986,305.6444092,0
2.377958059,298.9653015,0
2.548265934,302.2402039,0
2.751674891,315.9822998,0
2.534744978,315.9447937,0
2.227035046,319.5206909,0
2.563321114,312.653595,0
2.037735939,330.3020935,0
2.685187101,354.0776062,0
2.276523113,354.4577942,0
3.39721489,0.146099299,0
2.654433966,15.84016991,0
3.083250999,20.90069962,0
3.650281906,22.27137947,0
4.252336025,18.60814095,94.6259079
4.598474979,24.15173912,163.9147949
4.752239227,23.85195923,195.0614014
5.097910881,35.07970047,255.7964935
5.747851849,42.97827911,394.2923889
5.478680134,42.44865036,351.9201965
4.762781143,37.22121048,216.2402039
5.457341194,40.40333176,364.2384033
6.40496397,44.04447937,587.7963257
6.512643814,46.84587097,668.0394287
6.780202866,49.28578186,734.6425171
6.925811768,51.50040054,750.3833008
6.986028194,49.0118103,826.7252197
7.035698891,49.55994034,841.4108887
7.313574791,46.51445007,970.1295166
7.427741051,47.87184906,1048.412964
7.523170948,47.09799957,1135.457031
7.523427963,48.48311996,1112.89502
7.62836504,47.50035095,1198.704956
7.3697052,49.50991058,1048.449951
7.103818893,51.43201065,841.3554077
6.515248775,54.57189178,674.1884155
6.472558022,55.49966049,617.1663818
6.535984993,49.40999985,635.8905029
6.396091938,52.79373169,588.6707764
6.15107584,50.61943817,525.8953857
6.004097939,50.22423172,500.2077942
5.904434204,51.21783066,478.7927856
5.949528217,50.18582916,494.6203918
5.862613201,51.93671036,448.5480042
6.181582928,54.81644821,512.4525757
6.140845776,58.75712967,539.4802246
6.66845417,61.27043915,672.8596802
6.179331779,62.59846878,571.3654785
6.364278793,63.33863068,622.9760742
6.418501854,60.23514938,665.4849243
6.385975838,66.0092926,616.9174194
6.08978796,66.30207825,525.7490845
5.871609211,67.72505951,427.5983887
5.602820873,70.7662735,351.0671997
5.435500145,75.94172668,300.9808044
5.982901096,75.28764343,376.8710938
5.747517109,73.54250336,381.394104
5.513162136,75.05683136,334.9881897
5.089362144,70.15287781,274.0036011
4.84524107,68.92389679,228.9589996
4.894385815,63.84405899,227.6705933
4.747578144,57.63850021,190.4718933
4.606704235,58.45320892,174.3634949
4.80896616,55.37308884,220.2628021
5.241525173,59.38214111,284.2056885
5.338290215,61.52219009,288.8779907
5.159564018,61.75371933,268.4916992
5.008691788,68.20554352,255.0021057
4.813486099,67.02546692,231.6215057
4.839233875,62.17245102,236.4378052
5.045488834,59.0254097,268.068512
5.049411774,62.28623962,274.8153992
5.277238846,68.49741364,291.8803101
5.13929081,69.90763855,268.8577881
4.849493027,69.83934021,227.1407928
4.767999172,68.95275116,208.0267944
4.82109499,68.36683655,205.2962952
4.611534119,74.15750122,166.779007
4.923423767,73.93373871,218.962204
5.121192932,73.79620361,255.5402985
3.638113022,84.88115692,82.96212006
3.559730053,99.77719116,90.75415802
3.603864908,97.70777893,108.0768967
3.999792099,103.4792023,153.7821045
3.590775013,96.06130981,91.35951233
3.105843067,94.36367798,33.72417068
2.71193409,102.2337036,0.574132383
3.354183912,108.7763977,0
4.500175953,113.3890991,107.1623993
4.285161972,107.018898,170.866806
5.00088501,111.2609024,304.684906
5.15358305,114.7409973,310.3841858
5.060664177,118.8999023,290.2513123
5.962640762,122.7742996,452.8702087
6.64360714,123.7956009,619.0410767
6.538627148,124.7764969,608.3654785
6.458645821,125.8322983,567.9702759
5.301163197,123.1707001,308.1340027
4.862626076,118.8766022,210.4613037
4.108094215,118.7529984,84.15292358
3.864310026,123.8779984,64.31243896
2.992791891,122.770401,5.755653858
2.311368942,122.2509003,0
1.12163198,104.8167038,0
1.213243008,67.37943268,0
2.680531979,69.52763367,0
2.991507053,68.21853638,0
2.751430988,79.08338165,0
3.076009035,85.2261734,0
2.323821068,74.23285675,0
2.588145971,82.36692047,0
2.463604927,84.56482697,0
1.969915032,82.63469696,0
2.237112999,59.78750992,0
2.369117975,61.81003952,0
2.710671902,65.22786713,0
2.4853971,56.98936081,0
2.40862298,58.61502075,0
2.688740015,62.33456039,0
2.48893404,56.05276871,0
1.972502947,68.80388641,0
2.303653955,45.31278992,0
2.655066013,40.690979,0
2.491624117,53.48268127,0
2.704668045,54.48886108,0
2.911948919,43.96912003,0
2.842706919,45.68899155,0
3.119028091,39.07907867,0
4.113518238,36.40232086,43.3534584
3.236911058,47.84403992,41.25090027
3.056420088,41.31465912,11.31571007
2.89686799,58.75846863,6.562002182
3.633394957,65.6496582,45.94567108
3.196986914,64.49590302,32.93362045
3.045967102,37.55261993,19.75219917
3.415513992,42.2874794,48.99736023
2.923969984,47.99594116,15.31427002
2.887773991,47.98326874,1.721801043
2.625226974,45.34416962,0
3.143503904,63.28416061,0
4.073141098,71.47086334,13.12497997
2.991364956,56.22750092,33.43016815
2.478159904,35.82118988,0
2.320355892,29.53672028,0
3.033036947,24.71286011,0
3.272665977,38.11618042,4.64351511
2.713447094,36.62060928,0.283133298
3.094600916,54.63787842,0
2.821882963,54.35655975,0
2.693125963,53.77904892,0
3.447390079,60.79708099,4.320001125
2.865590096,62.98775864,0.048333138
4.079414845,57.41857147,99.74680328
4.169663906,57.25312042,115.4135971
4.68665123,61.26567841,194.576004
4.845026016,60.72895813,223.6949005
4.886722088,57.94678116,227.3798065
4.767003059,58.76572037,203.758606
4.957161903,63.65129089,235.7971954
5.22144413,63.34101105,281.6343994
4.944134235,69.87206268,232.1555939
5.478604794,66.56284332,328.4425964
5.871942997,67.44821167,418.2666931
5.947724819,66.79168701,439.8258057
6.182210922,66.1556015,527.895813
6.184507847,66.16413116,511.8157043
6.202120781,71.23969269,509.6961975
6.380869865,70.38777161,583.9475098
6.619119167,70.3375473,652.1218872
6.792992115,72.68010712,732.4890747
6.926092148,72.25700378,813.5343018
6.712199211,71.63664246,714.755188
6.073637009,71.26528931,501.9702148
6.050909996,68.80947876,485.8841858
5.760293007,63.03601074,416.3158875
5.735597134,62.56872177,403.5245972
5.962493896,63.57653046,471.2016907
5.933237076,62.69361877,457.2012024
5.490035057,65.63128662,347.0495911
5.51556778,61.61067963,365.2755127
5.638278008,59.18899155,397.1058044
5.594370842,56.70870972,384.2041931
5.416071892,56.93832016,347.5004883
5.341901779,55.61249924,321.7124023
5.045043945,56.12625122,273.7406921
4.914969921,52.0318718,240.4826965
4.291618824,51.6247406,122.2919998
4.523335934,56.52030182,169.5991974
4.016499996,55.50289917,85.88868713
4.454915047,65.47818756,145.9445038
4.121257782,61.47518921,101.2645035
3.703214884,57.96583176,61.97727966
3.121221066,79.85991669,0
3.740380049,78.88378906,32.7070694
3.673027992,75.63762665,39.89490891
3.459100962,77.00702667,17.56171036
3.287448883,75.48680878,3.782139063
2.865026951,67.90560913,0
2.741385937,55.57477951,0
2.572228909,53.45552063,0
2.846370935,48.26107025,0
2.643271923,52.30855179,0
2.746294975,59.49689865,0
2.695278883,58.18904114,0
2.630717039,51.6457901,0
2.646945,53.81903076,0
2.364274025,53.07159042,0
2.540796995,44.71039963,0
2.967221975,35.09331894,0
2.917360067,37.7179985,0
2.414985895,38.79045868,0
2.095756054,47.59930038,0
1.830518007,46.75273132,0
1.271474957,64.22535706,0
1.602203012,60.42240143,0
2.062601089,39.65171051,0
2.909478903,33.21389008,0
3.087853909,29.73810959,0
2.996421099,36.5743103,0
2.922663927,45.03310013,0
2.954699993,42.05686188,0
2.713846922,45.10987091,0
3.062094927,43.83868027,0
2.575830936,58.99081039,0
2.037584066,70.23235321,0
2.862191916,48.41168976,0
3.231220007,37.62203979,0
1.908844948,60.55857086,0
1.748633027,74.88722229,0
1.577451944,71.54509735,0
2.755158901,81.33335114,0
2.674108982,76.56539154,0
3.030097008,77.70809174,0
2.364085913,42.64427948,0
3.318069935,71.79595184,0
2.336850882,55.2813797,0
2.49633503,76.24384308,0
2.90260601,78.10186005,0
2.947622061,79.27039337,0
2.487812996,75.26825714,0
1.946158051,22.50877953,0
2.256975889,50.47032928,0
1.82514298,24.89652061,0
1.894621015,15.29403973,0
2.042859077,13.73768044,0
1.97342205,46.58192825,0
1.638380051,32.84173965,0
1.281726956,48.79024887,0
1.658853054,33.97901917,0
1.591707945,31.15974998,0
1.295526981,27.99278069,0
2.079389095,13.91501999,0
2.141930103,22.44824982,0
2.178648949,27.17515945,0
2.456136942,18.79277039,0
2.323606968,26.98188972,0
2.575294018,22.80830956,0
2.727415085,29.93844986,0
1.978078961,45.26218033,0
2.480793953,49.08388138,0
2.611351967,65.35761261,0
3.341012001,78.86714172,0
3.190486908,74.49846649,0
2.777379036,69.57076263,0
3.010641098,84.23034668,0
3.517482042,84.73674774,0
2.809484005,74.89131165,0
3.143963099,82.56948853,0
3.202037096,79.90926361,0
2.689882994,68.43327332,0
2.843293905,71.20671082,0
2.739130974,53.66733932,0
2.417062998,48.40396118,0
2.68827796,56.57946014,0
2.884980917,53.84249115,0
2.333597898,59.43053818,0
2.400943995,59.51264954,0
2.545098066,61.69237137,0
3.274355888,43.77576065,0
2.976500034,28.95454979,0
3.373507023,26.51544952,0
3.144606113,35.5112381,0
3.215723991,38.00159073,0
3.005810022,34.34263992,0
2.868129969,28.62479973,0
2.916760921,23.63503075,0
3.346580982,21.84476089,0
3.010293007,24.62475014,3.895541906
2.847481966,24.1847496,0
2.865766048,21.49068069,0
3.094717026,18.22216988,0
3.849586964,10.94462967,25.20545006
5.404644966,15.51239967,337.2950134
5.349387169,20.69171906,307.1463928
5.281229019,20.77017975,309.3287048
4.428650856,21.37792969,166.261795
5.142332077,25.07694054,301.8532104
5.380364895,26.44438934,349.9184875
4.67092514,37.15459824,206.0928955
4.263639927,35.26704025,142.5256958
4.654661179,30.36993027,203.8722992
5.493486881,24.65250015,380.7351074
5.768057823,21.39003944,429.869812
5.119626999,27.41201019,298.8861084
5.687746048,26.10976982,426.1528015
6.036254883,28.67625999,510.1481018
5.939397812,30.08374023,465.7775879
5.789233208,35.29792023,406.7286072
5.578296185,40.56464005,364.6987
5.402319908,43.22481155,336.7867126
5.642094135,40.56155014,387.5486145
5.905598164,37.46340942,465.7084045
6.098040104,37.17634964,543.9852295
6.289380074,41.78054047,531.0219116
6.197256088,42.03184128,527.4194946
6.3947258,39.20069885,581.8231201
6.434951782,41.74002075,593.1359253
6.342298031,44.33533096,578.5349121
6.077363968,42.52495956,564.5950928
6.112817764,48.97927856,515.1107178
6.047110081,50.10482025,484.4078064
6.226210117,47.60379028,548.1220093
6.4153862,55.18376923,587.0690918
6.22758913,65.92064667,567.4281006
5.879722118,67.99317932,479.2203064
5.628164768,69.25322723,392.7030945
5.656939983,70.28949738,380.6358948
5.155091763,61.12638855,264.3269958
5.050673962,61.98466873,253.7173004
5.162025928,61.21630859,262.5650024
5.508022785,66.89913177,349.9075012
5.564290047,66.16378021,370.9827881
5.684757233,67.2388916,405.910614
5.780461788,68.19790649,436.8234863
5.93896389,67.5341568,466.1328125
6.122488022,66.46917725,547.4630127
6.4039011,68.0252533,642.175415
6.321450233,68.02205658,604.2905884
6.251716137,68.53294373,575.8364868
6.382814884,70.88265228,592.9608154
6.41519022,74.11325836,580.0665894
6.109025002,71.89351654,519.8942261
6.059792995,71.80927277,501.9071045
6.137096882,73.17725372,517.5474243
6.04613018,74.62725067,475.2267151
5.962516785,76.63739777,445.4985962
5.942121983,78.37615967,387.8772888
6.078264236,77.2959671,475.6435852
6.255918026,77.87528992,517.515625
6.172627926,77.96198273,489.0852966
5.96378994,77.89483643,405.9458923
5.453204155,75.86580658,333.292511
6.313084126,78.5356369,510.6455994
6.282614231,77.88629913,536.0443726
6.406041145,77.26888275,593.557373
6.166444778,71.81423187,539.6384277
6.110088825,68.58918762,493.8420105
5.956903934,65.16996765,483.3884888
6.070243835,65.13932037,504.7441101
6.0645051,65.47116852,507.7354126
6.149058819,62.53754044,501.3525085
5.991888046,59.55501175,491.4067078
6.028427124,58.31277847,513.6359253
5.953380108,60.68503952,489.7858887
5.939085007,61.97011948,482.5880127
5.959577084,62.9159317,480.428894
6.107532978,61.10715103,524.7885742
6.30702877,64.09850311,556.4274292
6.146514893,60.29890823,547.1538086
6.211790085,59.96549988,574.3701782
6.33811903,58.95600128,611.7689209
6.277427197,58.45264053,599.260376
6.339633942,57.28126907,619.7614746
6.270979881,59.27043915,607.5731812
6.423480988,63.79006958,612.4868164
6.747414112,65.43919373,680.8018799
6.347456932,62.88341141,603.4868164
6.178561211,63.72301865,534.7111206
6.345981121,63.02833176,594.0968018
6.484659195,62.22460938,617.2844849
6.401884079,65.60045624,624.3566284
6.653196812,64.83187103,703.4865112
6.662994862,66.01524353,695.1868286
6.449497223,65.03883362,644.0070801
6.580270767,66.98887634,674.4464722
6.7059412,66.41806793,742.7858887
6.84568882,68.82694244,755.4235229
6.734801769,69.96803284,692.8709106
6.652645111,69.01280212,667.3787842
6.6690979,68.97606659,698.1137695
6.846074104,69.99511719,756.0394287
6.419826984,71.40447998,644.1436157
6.275969982,71.03546906,586.0437012
6.511610031,71.14267731,698.1887207
6.410430908,68.78579712,621.6168823
6.015607834,67.72132874,535.0634155
6.08940506,68.62097168,570.6798096
6.237731934,69.67681122,597.234314
6.402499199,67.158638,629.5267944
6.559490204,69.89688873,707.77948
6.413938046,70.33513641,652.1948242
5.734896183,67.74030304,452.5248108
5.683795929,66.5786972,395.4919128
4.723369122,64.68244171,243.9924011
4.443761826,59.94269943,195.2326965
5.449015141,59.93399811,444.4208984
5.241475105,58.44697189,352.6751099
4.75054884,67.11831665,251.7198029
4.527990818,61.07733154,220.6701965
5.392573833,60.56692886,390.5660095
5.988472939,56.63679123,560.6328735
5.833677769,63.14276886,482.1376953
5.56364584,59.09503937,443.8183899
6.503507137,61.6534996,707.5189209
7.320495129,61.44538116,1003.791016
6.873908997,60.45027161,857.9995728
5.975840092,59.14001083,597.1314087
7.210823059,62.45085144,976.3953247
6.836341858,57.77511978,886.718811
6.408906937,59.711689,720.685791
5.836010933,53.72948074,542.7836304
5.164614201,50.08452988,395.0946045
5.287089825,47.70014191,376.0404053
5.440147877,47.04584122,489.8757019
6.152470112,48.54138184,661.5886841
5.315470219,43.07801819,434.5653992
5.718660831,30.73726082,528.4083862
5.824502945,35.66120911,551.388916
5.94224596,40.06652069,555.0258179
6.46261692,54.86766052,744.2349243
5.828928947,51.04478836,538.1901245
6.285214901,47.29589844,698.9492798
6.577810764,48.46282959,791.0159302
6.827441216,52.61532974,832.5053711
5.688364029,49.28604126,519.3502808
5.558414936,50.86991882,448.4902954
5.780084133,46.71477127,486.8345032
5.946520805,46.27724838,544.6677856
6.530059814,50.65942001,771.5239258
6.211379051,53.63055038,621.1558228
7.371489048,59.55570984,1022.549011
7.429728031,61.68199921,1060.985962
8.037714005,66.00108337,1347.349976
7.640695095,68.70245361,1175.998047
6.635323048,73.61692047,762.3336182
4.739048004,80.21656799,302.8529968
5.392232895,80.04754639,412.3461914
4.074923992,91.24716187,196.9246063
3.545332909,103.3721008,76.42398071
5.973061085,129.2095947,599.9990845
8.369135857,162.8383026,1544.30603
6.839354992,180.4904022,844.8079834
4.330184937,166.8083954,134.0496979
4.445141792,144.8659058,16.97380066
4.434969902,150.3253021,139.1000061
3.305001974,117.2354965,30.77243996
5.689557076,61.27725983,394.6083984
6.791037083,69.35030365,733.0891113
6.440080166,68.40132904,606.5979004
5.747141838,69.02867889,435.8778076
4.384995937,76.2650528,44.53821945
3.567244053,70.75343323,45.45077896
3.960210085,74.69629669,98.141922
2.904578924,95.8704071,10.12465
2.251264095,93.3776474,0
3.404266119,76.22155762,0
3.964971066,72.45700073,0
3.374614,75.68347931,0
3.401365995,84.1378479,0
2.818682909,81.41375732,0
1.940857053,71.32634735,0
1.756875038,45.79940033,0
1.875504971,42.35638046,0
0.846247017,27.21340942,0
1.201177955,79.91031647,0
1.668849945,51.79555893,0
1.311926007,53.39492035,0
0.941769302,352.5304871,0
1.602085948,319.9971008,0
2.025841951,309.471405,0
2.174412012,296.0231934,0
2.156120062,265.5598145,0
1.812646031,266.5378113,0
2.257726908,264.6178894,0
2.592878103,272.9533081,0
2.544342041,271.495697,0
2.131738901,278.8396912,0
1.965266943,280.3948975,0
2.116763115,282.293396,0
2.212760925,297.5822144,0
2.426863909,305.7991028,0
2.144140959,329.1178894,0
2.600033045,312.9862976,0
2.641853094,317.0963135,0
2.769438028,329.8908081,0
2.523972988,347.7358093,0
2.80962801,336.2102966,0
3.688555956,334.3479919,0
3.893305063,319.305603,22.62828064
3.077574968,309.3760986,8.163746834
3.054127932,327.4325867,0
2.890965939,329.5716858,0
2.917114019,303.3345032,0
2.78094101,309.3037109,0
3.192394972,292.5737915,0
3.732698917,287.072113,11.3903904
3.513822079,298.9762878,26.18630028
2.793307066,306.4117126,0
3.287022114,333.6810913,0
3.351138115,346.9472046,0
3.1105299,354.0188904,4.599402905
2.735860109,1.180659056,0
3.195097923,25.02429008,0
3.448693991,39.61434174,5.220064163
4.005258083,40.18162155,64.50422668
4.996032238,50.09783173,228.270401
5.033814907,45.6867218,253.5812073
4.625668049,43.20365906,172.5243988
4.582164764,43.4094696,134.4331055
5.356736183,37.26691055,258.5701904
5.297275066,41.51583862,272.8663025
5.798354149,48.62501144,433.2434082
5.604961872,49.90653992,378.6362915
5.27980423,52.91545105,295.1401978
5.964643955,52.00907898,442.5162048
6.216287136,54.96611023,531.0612793
5.629446983,57.4448204,383.9460144
6.090627193,58.01208115,480.2398987
6.256745815,60.76897812,510.6899109
5.858263016,59.82125092,426.442688
6.072811127,59.86112976,479.3800049
6.146181107,57.39595032,508.0421143
6.439770222,55.93822098,580.378418
6.586017132,56.64746094,636.1715698
6.577616215,55.3108902,656.72229
6.455761909,59.40871048,637.2202148
6.911647797,65.12566376,742.1547241
6.842729092,65.50496674,799.107605
6.581445217,65.06278992,677.9661255
6.190207958,63.18400955,574.7108765
5.875522137,61.4716301,481.0244141
6.218704224,65.94242096,573.2202148
5.368103027,68.17682648,347.4685974
5.166478157,66.62272644,319.4241943
5.926464081,70.73197174,472.8482971
6.11991787,70.48486328,556.2283936
6.58060503,68.94513702,659.6948853
6.506504059,67.2408371,656.5134888
5.962296009,63.67367172,507.949585
4.341733932,62.20378113,158.0014038
4.201377869,57.50209045,166.901001
4.896994114,66.68760681,285.9361877
5.857263088,66.82274628,490.6368103
5.443986893,56.5104599,379.1054077
5.472982883,49.02285004,416.1021118
5.214309216,47.98521042,352.2590027
5.163553238,50.22890091,344.2409973
5.04707098,46.40060043,323.7571106
5.036677837,46.79484177,313.5791016
5.993382931,51.68278122,593.465271
6.260017872,47.13592148,672.9265747
5.285152912,46.28450012,394.6290894
5.358613014,33.81238937,415.4728088
6.036976814,26.48521996,580.8806763
6.340528965,32.26628113,730.1243896
6.222837925,31.00362968,682.1212769
7.104310989,31.55879974,966.2484131
6.813570023,36.39612961,890.2913818
6.964879036,33.11418915,966.010498
6.969313145,30.62870979,920.8928223
6.973396778,38.11531067,932.2642212
6.926241875,34.32752991,925.9844971
7.003920078,37.86476135,979.6672974
7.310114861,35.49977875,1090.946045
7.679680824,35.8639183,1237.483032
7.645235062,36.0305481,1175.546997
7.241076946,36.77365875,1024.516968
7.117259979,37.49015045,1020.405029
7.632007122,37.88164902,1180.574951
7.07685709,40.45523834,1005.763977
7.732316017,40.65867996,1279.343994
7.59708786,44.97848129,1206.439941
6.401765823,46.7310791,672.246582
6.561585903,45.33850098,769.9661255
6.918960094,39.50133896,952.0858765
8.164173126,45.1578598,1462.104004
9.500650406,48.25606155,2103.489014
9.519913673,50.22027969,2138.711914
9.798266411,53.78083038,2183.031006
9.736645699,51.91312027,2161.210938
10.14953041,55.29465866,2241.666016
10.54905987,57.38927841,2427.86792
10.04566956,58.15000916,2291.525879
10.00687981,55.34140015,2268.070068
10.93894005,59.90644073,2614.464111
11.74273968,64.99830627,2887.22998
11.41145992,59.68321991,2881.676025
10.83333015,56.36988831,2661.376953
10.67368984,59.23040009,2537.719971
10.46313953,60.68967819,2407.073975
10.86120987,62.8478508,2489.899902
11.23766994,64.24622345,2717.804932
11.66180992,61.47779846,3096.3479
11.65324974,64.79223633,2975.61792
11.95919037,62.96630096,3198.524902
12.49446011,65.07592773,3383.249023
12.3052597,68.2064209,3142.905029
13.02266979,70.08376312,3286.656006
12.56700993,68.46430206,3370.498047
11.12535,65.62521362,2751.780029
11.42210007,67.37568665,2890.205078
12.68824005,74.47545624,3369.941895
12.74927998,73.00311279,3397.254883
12.75016975,72.10751343,3425.666992
12.75368977,71.81022644,3453.548096
13.04125023,72.07050323,3496.856934
12.93445015,71.37624359,3421.206055
12.96881008,67.94817352,3487.5271
11.99781036,66.5774231,3208.730957
11.7263298,70.58789825,2998.471924
12.92442036,71.13472748,3410.812988
13.0152998,67.58943176,3569.618896
13.1630497,67.92305756,3581.677979
12.94291019,68.13553619,3557.635986
13.26373959,69.7640686,3599.924072
13.67502022,71.9265213,3575.666992
13.54384041,69.88369751,3595.544922
13.33092022,69.81791687,3569.719971
12.71551991,68.88600922,3436.090088
12.40695,71.3899765,3273.204102
12.75319958,70.8568573,3392.553955
12.88167953,70.18689728,3441.374023
12.86553955,67.35812378,3559.544922
12.76342964,69.43695068,3460.511963
12.90421963,67.34851837,3530.389893
12.25339985,64.5525589,3313.217041
12.03721046,64.57887268,3270.936035
12.84125996,65.49150085,3424.156006
12.97994041,66.93419647,3446.356934
12.44093037,64.46508789,3401.623047
11.7055397,67.80335236,2982.028076
11.91530037,72.03955841,2978.068115
12.48336029,73.59996033,3080.956055
11.77437019,72.32563019,2936.950928
11.18700027,72.77127838,2715.018066
10.94944954,73.69547272,2630.090088
10.81173038,74.39595795,2515.487061
11.10340977,74.39260101,2668.931885
11.5534296,74.48616028,2782.975098
11.4968996,74.28058624,2854.86499
11.42343998,74.96032715,2793.833008
12.13325024,74.09895325,3084.028076
12.38589001,72.95185089,3291.896973
12.58411026,71.64492035,3324.237061
11.7781601,72.12658691,3107.093994
12.24367046,70.22505188,3174.903076
12.14019012,72.21305847,3234.570068
12.14986992,72.45131683,3219.531006
12.07083035,74.8315506,3134.218018
11.56626987,72.95007324,2967.594971
10.90452003,71.75972748,2702.634033
12.3107996,75.36978149,3163.412109
12.41804981,74.7592392,3283.38501
12.55875969,77.94377899,3168.740967
12.13191986,76.41007996,3027.836914
11.7297802,76.60462952,2842.981934
11.66602039,74.26271057,2947.498047
11.58790016,73.34174347,2953.680908
11.92078972,73.11784363,3106.26709
11.93725014,68.47648621,3061.020996
12.60552025,69.84507751,3255.650879
13.02118015,70.93657684,3452.172119
12.81976986,69.81111908,3395.7771
13.00553989,72.06355286,3423.870117
12.07619953,70.90663147,3170.806885
12.10634041,68.8576889,3213.297119
12.26640987,70.89367676,3259.947998
12.49752998,73.0823288,3294.8479
13.36384964,72.48233032,3547.462891
12.66621971,72.19783783,3426.330078
12.07549,72.19629669,3230.2229
11.55735016,73.40991211,2940.248047
11.26867962,72.24434662,2779.434082
10.50831032,73.26392365,2533.808105
11.20569038,74.38131714,2856.116943
11.19371986,74.08817291,2786.004883
10.89062977,75.31906128,2675.129883
11.5858202,75.73567963,2921.88501
11.12195015,72.79966736,2889.448975
11.29477024,70.63131714,2980.634033
10.96494961,71.82601166,2799.164063
10.76035976,71.61839294,2706.590088
10.33425999,69.33997345,2643.9729
11.73806,72.39727783,3152.346924
11.24468994,71.59461975,2955.931885
10.83848,70.75659943,2800.028076
10.86023045,70.01737976,2738.885986
